i_th-ranked model,r mean,r LB,r UB,p mean,p LB,p UB,a mean,a LB,a UB,K0 mean,K0 LB,K0 UB
1,881.860808680281,537.583120007766,1000,0.111932409747786,0.0888535143289653,0.17404366398035,1,1,1,8154.22937479468,7864.3091311597,8468.21326232065
2,847.871496202705,594.450892468976,1000,0.117382889903475,0.0914424388120607,0.155865677963356,1,1,1,8014.76036791086,7730.37466380648,8288.23931492908
