i_th-ranked model,r mean,r LB,r UB,p mean,p LB,p UB,a mean,a LB,a UB,K0 mean,K0 LB,K0 UB
1,892.83553880357,413.73392283884,1000,0.110378601124939,0.0878801621307977,0.200215245310307,1,1,1,8148.2243838834,7866.64750103827,8480.66282269726
2,639.926531677246,616.48860363367,836.662941844406,0.145900999543921,0.114226456291903,0.155235058169457,1,1,1,8076.14739069369,7753.33908355052,8395.77846748384
